time,signal
0.0,13.682941969615793
9.98e-05,13.78367806175967
0.0001996,13.869283899622335
0.0002994,13.93887061517119
0.0003992,13.991685722627503
0.000499,14.02712173819289
0.0005988,14.044723564534706
0.0006986,14.044194541211947
0.0007984,14.02540107381714
0.0008982,13.98837576755461
0.000998,13.933319005150148
0.0010978,13.860598924249693
0.0011976,13.770749765654124
0.0012974,13.664468580674978
0.0013972,13.542610303388477
0.001497,13.406181211406016
0.0015968,13.256330816752163
0.0016966,13.094342246322674
0.0017964,12.921621188957836
0.0018962,12.739683503182357
0.001996,12.550141595906567
0.0020958,12.354689697635134
0.0021956,12.155088173777994
0.0022954,11.9531470243055
0.0023952,11.750708735052763
0.002495,11.54963065329163
0.0025948,11.351767067608762
0.0026946,11.158951177533659
0.0027944,10.97297714165504
0.0028942,10.795582394079158
0.002994,10.62843041797779
0.0030938,10.473094161635284
0.0031936,10.331040276850585
0.0032934,10.203614351828644
0.0033932,10.09202730088252
0.003493,9.997343061467216
0.0035928,9.920467735411044
0.0036926,9.862140295856896
0.0037924,9.822924964555419
0.0038922,9.80320534596627
0.003992,9.803180385342692
0.0040918,9.822862197834374
0.0041916,9.86207579489146
0.0042914,9.92046071314571
0.0043912,9.9974745297446
0.004491,10.092398227084598
0.0045908,10.20434334929212
0.0046906,10.332260872890881
0.0047904,10.474951695119104
0.0048902,10.631078625553629
0.00499,10.799179750278562
0.0050898,10.977683023003456
0.0051896,11.164921924468079
0.0052894,11.359152020321863
0.0053892,11.558568238564456
0.005489,11.761322680680003
0.0055888,11.96554277586406
0.0056886,12.169349585270345
0.0057884,12.370876063007419
0.0058882,12.568285082675239
0.005988,12.759787042500795
0.0060878,12.943656868535873
0.0061876,13.118250243814627
0.0062874,13.282018901706394
0.0063872,13.433524833787985
0.006487,13.571453276226567
0.0065868,13.694624353718222
0.0066866,13.802003276261452
0.0067864,13.892709001240204
0.0068862,13.966021291219349
0.006986,14.021386116282793
0.0070858,14.058419368434313
0.0071856,14.076908874298082
0.0072854,14.076814710868838
0.0073852,14.058267847146567
0.007485,14.021567151934436
0.0075848,13.967174824681267
0.0076846,13.895710321826872
0.0077844,13.80794286549407
0.0078842,13.704782634418832
0.007984,13.58727074859572
0.0080838,13.45656816913781
0.0081836,13.313943643231138
0.0082834,13.160760830750165
0.0083832,12.998464754063724
0.008483,12.828567715795728
0.0085828,12.65263483083053
0.0086826,12.472269318710415
0.0087824,12.289097700824769
0.0088822,12.10475504351943
0.008982,11.920870383560386
0.0090818,11.739052466383459
0.0091816,11.56087592038076
0.0092814,11.387867982253914
0.0093812,11.221495879352434
0.009481,11.063154965066326
0.0095808,10.914157692911987
0.0096806,10.77572350409694
0.0097804,10.648969692227269
0.0098802,10.534903297582463
0.00998,10.434414072169929
0.0100798,10.348268545721126
0.0101796,10.277105212028058
0.0102794,10.221430844655119
0.0103792,10.181617941196903
0.010479,10.157903285971933
0.0105788,10.150387612415432
0.0106786,10.15903633851527
0.0107784,10.183681341462696
0.0108782,10.224023731286639
0.010978,10.279637577615134
0.0110778,10.349974538854216
0.0111776,10.434369338973875
0.0112774,10.532046033711616
0.0113772,10.642125005305083
0.011477,10.763630622795926
0.0115768,10.895499503449665
0.0116766,11.03658930984839
0.0117764,11.185688016668054
0.0118762,11.34152358098217
0.011976,11.502773950071342
0.0120758,11.66807734109782
0.0121756,11.836042727564477
0.0122754,12.005260468161929
0.0123752,12.17431301436642
0.012475,12.341785633942953
0.0125748,12.506277088299804
0.0126746,12.66641020240973
0.0127744,12.820842266745712
0.0128742,12.968275211373301
0.012974,13.107465493004515
0.0130738,13.237233636467703
0.0131736,13.356473372710656
0.0132734,13.464160316166446
0.0133732,13.5593601251159
0.013473,13.641236089627185
0.0135728,13.709056092796008
0.0136726,13.762198892407312
0.0137724,13.800159671850789
0.0138722,13.822554811207182
0.013972,13.829125831937997
0.0140718,13.819742471611454
0.0141716,13.794404848630672
0.0142714,13.753244681037014
0.0143712,13.69652552817441
0.014471,13.624642029341103
0.0145708,13.538118119533596
0.0146706,13.437604209001274
0.0147704,13.323873320562797
0.0148702,13.197816186456754
0.01497,13.06043531486456
0.0150698,12.912838045093524
0.0151696,12.756228619669335
0.0152694,12.59189931117248
0.0153692,12.421220651462404
0.015469,12.245630820854956
0.0155688,12.066624264731093
0.0156686,11.885739614827177
0.0157684,11.704547001952925
0.0158682,11.524634855959851
0.015968,11.347596297297683
0.0160678,11.175015232303645
0.0161676,11.00845227132942
0.0162674,10.849430594785817
0.0163672,10.699421897046722
0.016467,10.55983254178328
0.0165668,10.431990064589638
0.0166666,10.317130159620202
0.0167664,10.216384286311285
0.0168662,10.130768030048502
0.016966,10.06117034682982
