msd,ls,pressure
49295.4999999991,164.87290254220488,728.9624316000753
49295.54166666576,164.89592024947302,718.6382346570548
49295.583333332426,164.91893966660564,708.6628655935056
49295.62499999909,164.94196083481722,699.5392735859623
49295.666666665755,164.9649837291643,695.4304189795828
49295.70833333242,164.98800827802373,693.4156361548482
49295.74999999908,165.01103453550425,699.8628736809477
49295.79166666575,165.03406250573383,723.5819612283536
49295.83333333241,165.05709218599588,742.5955753570764
49295.874999999076,165.0801235773209,742.0617706304259
49295.91666666574,165.10315668035173,744.5947748554511
49295.958333332404,165.12619149468037,756.7238094782496
49295.99999999907,165.14922792305242,761.91692562452
49296.04166666573,165.17226616014835,762.4911598889014
49296.0833333324,165.19530610885107,765.6691296596008
49296.12499999906,165.21834781086903,768.6987405623971
49296.166666665726,165.2413912405094,771.1819154198571
49296.20833333239,165.26443632407927,770.6637684162979
49296.249999999054,165.28748312173266,771.5242645084455
49296.29166666572,165.3105316319757,783.1357122164986
49296.33333333238,165.33358185297337,789.692303535766
49296.37499999905,165.35663378815985,774.7708223192254
49296.41666666571,165.37968743618768,754.255612018432
49296.458333332375,165.40274279745583,740.7466781791793
49296.49999999904,165.4257998700979,729.4317765001373
49296.541666665704,165.44885865749853,719.9685652671956
49296.58333333237,165.4719191582955,710.5158738668177
